ibge_code,year,start_week,peak_week,end_week,duration,total_duration,peak_value
315830,2024,9,14,22,6,14,4
315840,2024,4,12,15,9,12,29
315850,2024,1,9,12,9,12,177
315860,2023,50,51,52,2,3,1
315860,2024,1,8,13,8,13,38
315880,2023,15,15,19,1,5,6
315880,2023,21,22,22,2,2,6
315880,2023,45,51,52,7,8,196
315880,2024,1,1,3,1,3,122
315890,2023,51,51,52,1,2,3
315890,2024,1,8,11,8,11,63
315895,2023,2,20,25,19,24,158
315895,2023,51,52,52,2,2,81
315895,2024,1,5,11,5,11,424
315900,2023,45,48,52,4,8,35
315900,2024,1,10,11,10,11,22
315910,2024,2,9,15,8,14,155
315920,2024,11,16,22,6,12,6
315930,2024,3,7,12,5,10,12
315935,2023,9,15,19,7,11,42
315940,2024,7,9,16,3,10,7
315950,2024,5,11,15,7,11,219
315960,2024,6,17,24,12,19,320
315970,2024,3,10,10,8,8,14
315980,2023,9,20,21,12,13,17
315980,2024,4,15,21,12,18,56
315990,2023,14,15,19,2,6,22
315990,2023,44,52,52,9,9,59
315990,2024,1,10,11,10,11,133
316000,2023,52,52,52,1,1,2
316000,2024,1,14,15,14,15,58
316010,2023,10,15,21,6,12,23
316010,2024,7,13,22,7,16,80
316020,2024,5,14,20,10,16,59
316030,2023,1,6,15,6,15,164
316030,2024,11,21,21,11,11,41
316040,2023,11,19,21,9,11,8
316040,2024,2,15,15,14,14,214
316045,2024,7,21,22,15,16,92
316050,2024,3,11,14,9,12,59
316060,2023,51,52,52,2,2,13
316060,2024,1,6,14,6,14,27
316070,2024,3,19,21,17,19,78
316080,2024,8,20,23,13,16,32
316090,2023,14,18,22,5,9,5
316090,2024,2,11,20,10,19,8
316095,2023,11,16,16,6,6,38
316095,2024,2,12,13,11,12,98
316100,2024,2,12,17,11,16,271
316105,2023,5,9,10,5,6,23
316110,2023,3,7,11,5,9,288
316110,2024,4,9,18,6,15,320
316120,2023,11,17,20,7,10,12
316120,2024,4,15,19,12,16,72
316130,2024,15,20,26,6,12,165
316140,2023,7,13,20,7,14,34
316140,2024,5,19,20,15,16,134
316150,2024,7,17,21,11,15,8
316160,2024,10,18,22,9,13,3
316165,2024,3,9,9,7,7,47
316170,2023,11,17,23,7,13,111
316170,2024,7,15,15,9,9,29
316180,2024,6,12,17,7,12,70
316190,2023,10,16,24,7,15,7
316190,2024,3,6,18,4,16,14
316200,2024,7,16,21,10,15,659
316210,2023,10,15,21,6,12,49
316210,2024,2,17,19,16,18,262
316220,2023,10,13,20,4,11,13
316220,2024,14,14,23,1,10,32
316225,2023,48,52,52,5,5,27
316225,2024,1,10,16,10,16,49
316230,2024,12,20,22,9,11,24
316240,2024,9,19,20,11,12,45
316245,2024,5,12,19,8,15,152
316250,2023,12,13,13,2,2,51
316250,2023,15,15,21,1,7,79
316250,2024,1,12,16,12,16,385
316255,2023,10,11,22,2,13,26
316255,2024,7,15,22,9,16,48
316257,2023,6,15,17,10,12,27
316257,2023,19,22,24,4,6,31
316257,2024,4,14,14,11,11,72
316260,2023,1,2,6,2,6,77
316260,2024,4,9,9,6,6,69
316265,2023,5,7,10,3,6,3
316265,2024,6,15,22,10,17,60
316270,2024,3,17,21,15,19,398
316280,2023,15,21,22,7,8,16
316280,2024,4,15,17,12,14,90
316290,2023,10,19,20,10,11,40
316290,2024,8,9,13,2,6,25
316292,2024,1,6,6,6,6,87
316294,2023,8,13,19,6,12,31
316294,2024,13,20,23,8,11,34
316295,2023,52,52,52,1,1,3
316295,2024,1,11,12,11,12,215
316300,2023,1,6,9,6,9,26
316300,2024,8,13,15,6,8,19
316310,2024,5,10,15,6,11,28
316320,2023,48,48,48,1,1,5
316320,2023,50,51,51,2,2,11
316320,2024,1,6,12,6,12,81
316330,2023,45,48,51,4,7,18
316330,2024,1,1,13,1,13,6
316340,2023,10,10,16,1,7,0
316340,2024,1,10,12,10,12,32
316350,2024,4,12,17,9,14,106
316360,2024,1,6,6,6,6,44
316370,2024,4,14,22,11,19,294
316380,2024,6,6,6,1,1,1
316380,2024,8,16,19,9,12,121
316390,2024,7,16,20,10,14,5
316400,2023,12,16,21,5,10,4
316400,2024,6,9,20,4,15,35
316410,2024,5,14,17,10,13,22
316420,2023,4,10,10,7,7,79
316420,2024,4,8,11,5,8,18
316430,2024,7,15,22,9,16,17
316440,2024,6,18,23,13,18,57
316443,2023,11,14,16,4,6,30
316443,2024,7,12,19,6,13,30
316447,2024,5,9,12,5,8,61
316460,2023,8,8,8,1,1,0
316460,2023,11,13,13,3,3,4
316460,2023,15,17,21,3,7,5
316460,2024,3,13,18,11,16,7
316470,2023,6,15,20,10,15,1225
316470,2024,12,19,23,8,12,346
316480,2024,7,10,12,4,6,8
316490,2024,11,14,27,4,17,21
316500,2023,8,12,16,5,9,10
316500,2024,4,15,23,12,20,38
316510,2024,8,16,20,9,13,22
316520,2024,5,11,20,7,16,33
316530,2024,4,4,4,1,1,2
316530,2024,6,14,20,9,15,232
316540,2024,9,16,21,8,13,60
316553,2023,52,52,52,1,1,21
316553,2024,1,5,12,5,12,249
316555,2024,14,16,21,3,8,69
316556,2023,45,45,51,1,7,1
316556,2024,5,10,12,6,8,14
316560,2024,4,14,18,11,15,48
316580,2024,9,9,14,1,6,4
316590,2024,5,11,15,7,11,47
316600,2024,1,13,17,13,17,145
316610,2024,3,12,12,10,10,83
316620,2024,5,11,12,7,8,46
316630,2024,4,13,16,10,13,135
316640,2024,10,15,19,6,10,10
316650,2024,4,14,16,11,13,43
316660,2024,2,10,12,9,11,47
316670,2024,5,15,18,11,14,31
316680,2023,10,17,23,8,14,56
316680,2024,8,20,26,13,19,170
316690,2023,52,52,52,1,1,0
316690,2024,1,10,14,10,14,60
316695,2024,9,16,20,8,12,110
316710,2023,12,12,12,1,1,3
316710,2023,16,16,17,1,2,8
316710,2023,19,19,19,1,1,4
316710,2024,3,10,19,8,17,99
316720,2023,11,15,17,5,7,931
316720,2024,2,6,14,5,13,2322
316730,2023,10,11,19,2,10,1
316740,2024,10,19,22,10,13,70
316750,2023,44,48,52,5,9,86
316750,2024,1,3,8,3,8,36
316760,2023,17,17,17,1,1,2
316760,2023,19,20,21,2,3,7
316760,2024,5,12,14,8,10,321
316770,2023,2,7,8,6,7,14
316770,2023,10,17,20,8,11,56
316770,2024,3,9,13,7,11,253
316780,2024,9,14,22,6,14,16
316790,2024,14,21,21,8,8,31
316800,2024,5,14,21,10,17,331
316805,2024,12,19,22,8,11,53
316810,2024,6,8,11,3,6,16
316830,2024,3,11,16,9,14,258
316840,2023,7,12,16,6,10,10
316840,2024,1,8,12,8,12,129
316850,2023,6,11,17,6,12,30
316850,2024,8,12,16,5,9,4
316860,2023,2,9,17,8,16,245
316860,2024,4,12,17,9,14,429
316870,2023,9,20,25,12,17,59
316870,2023,43,52,52,10,10,568
316880,2023,16,17,21,2,6,5
316880,2024,2,10,16,9,15,53
316890,2023,12,20,21,9,10,9
316890,2023,46,48,52,3,7,20
316890,2024,1,3,9,3,9,40
316900,2024,8,18,22,11,15,56
316920,2023,10,15,21,6,12,18
316920,2023,52,52,52,1,1,0
316920,2024,1,6,12,6,12,23
316930,2023,13,19,21,7,9,73
316930,2024,5,16,21,12,17,811
316935,2023,9,17,21,9,13,121
316935,2024,2,11,12,10,11,149
316940,2024,7,20,22,14,16,938
316950,2024,5,5,10,1,6,25
316960,2024,7,17,22,11,16,178
316970,2024,2,14,18,13,17,834
316980,2024,10,15,25,6,16,87
316990,2023,11,13,22,3,12,63
316990,2024,5,15,21,11,17,1082
317000,2024,6,9,18,4,13,17
317005,2023,8,17,20,10,13,46
317005,2024,1,9,15,9,15,352
317010,2023,6,13,21,8,16,684
317010,2024,15,16,21,2,7,354
317020,2023,5,10,21,6,17,1602
317020,2024,3,8,13,6,11,423
317030,2024,8,14,14,7,7,3
317040,2023,6,12,12,7,7,144
317040,2024,6,16,19,11,14,1720
317043,2023,3,7,9,5,7,20
317047,2024,3,8,15,6,13,93
317050,2023,8,20,23,13,16,31
317050,2024,4,16,16,13,13,21
317052,2023,51,52,52,2,2,6
317052,2024,1,6,14,6,14,49
317057,2023,4,12,17,9,14,42
317057,2024,1,5,6,5,6,200
317060,2024,3,10,18,8,16,150
317065,2024,12,13,19,2,8,9
317070,2023,13,18,21,6,9,320
317070,2024,2,15,19,14,18,1686
317075,2023,2,13,13,12,12,5
317075,2024,6,15,21,10,16,276
317080,2023,3,10,11,8,9,130
317080,2024,3,8,8,6,6,63
317080,2024,10,14,19,5,10,231
317090,2024,9,15,19,7,11,66
317100,2023,6,12,21,7,16,42
317100,2024,10,17,20,8,11,19
317107,2023,48,50,52,3,5,34
317107,2024,1,12,14,12,14,101
317115,2023,10,16,16,7,7,68
317115,2024,7,9,16,3,10,67
317120,2023,46,51,52,6,7,34
317120,2024,1,6,12,6,12,814
317130,2023,11,17,21,7,11,108
317130,2024,5,15,21,11,17,1974
317140,2023,2,4,7,3,6,14
317160,2023,22,22,23,1,2,0
317160,2023,25,25,25,1,1,2
317160,2023,27,27,29,1,3,3
317160,2023,38,43,52,6,15,10
317160,2024,2,12,20,11,19,49
317170,2024,8,11,22,4,15,3
317180,2024,4,14,15,11,12,230
317190,2023,3,10,10,8,8,78
317190,2024,7,13,18,7,12,6
317200,2023,8,13,20,6,13,20
317200,2024,5,15,20,11,16,25
317210,2023,52,52,52,1,1,0
317210,2024,1,15,15,15,15,5
330010,2023,9,15,21,7,13,6
330010,2023,50,52,52,3,3,1
330010,2024,1,11,21,11,21,28
330020,2024,4,9,13,6,10,21
330022,2024,2,12,14,11,13,23
330023,2024,1,6,9,6,9,1
330025,2024,4,10,21,7,18,3
330030,2024,3,14,21,12,19,43
330040,2024,2,11,27,10,26,442
330050,2024,4,15,24,12,21,411
330060,2023,10,20,21,11,12,10
330060,2023,51,51,52,1,2,6
330060,2024,1,9,11,9,11,27
330070,2024,9,9,15,1,7,32
330080,2023,48,48,52,1,5,0
330080,2024,1,10,16,10,16,6
330090,2023,49,49,52,1,4,1
330090,2024,1,8,11,8,11,6
330093,2024,6,6,17,1,12,1
330095,2023,17,17,21,1,5,0
330095,2023,46,46,46,1,1,2
330095,2023,48,50,52,3,5,15
330095,2024,1,9,14,9,14,89
330100,2023,7,9,14,3,8,4
330100,2024,3,9,26,7,24,45
330110,2023,51,52,52,2,2,27
330110,2024,2,11,16,10,15,318
330115,2024,4,8,17,5,14,3
330120,2024,2,14,18,13,17,115
330130,2024,2,5,16,4,15,2
330140,2024,4,6,21,3,18,1
330150,2024,2,10,16,9,15,88
330160,2024,5,6,11,2,7,2
330160,2024,13,14,23,2,11,1
330170,2024,5,15,18,11,14,18
330180,2023,9,10,14,2,6,3
330180,2024,2,8,14,7,13,18
330185,2024,3,3,14,1,12,1
330187,2023,19,22,28,4,10,1
330187,2024,5,10,27,6,23,10
330190,2024,3,8,21,6,19,21
330205,2023,3,6,7,4,5,4
330205,2023,9,10,22,2,14,14
330205,2024,8,9,16,2,9,12
330210,2024,2,9,12,8,11,25
330220,2023,3,6,17,4,15,109
330220,2024,2,10,13,9,12,296
330225,2023,13,13,21,1,9,1
330225,2023,24,25,25,2,2,1
330225,2023,43,43,43,1,1,0
330225,2023,46,51,52,6,7,1
330225,2024,1,4,16,4,16,9
330227,2024,2,8,9,7,8,7
330230,2024,6,11,12,6,7,19
330240,2024,3,8,22,6,20,11
330245,2023,11,17,24,7,14,2
330245,2024,3,10,12,8,10,11
330250,2024,3,8,21,6,19,39
330260,2024,3,10,22,8,20,4
330270,2024,5,8,17,4,13,116
330280,2023,13,14,18,2,6,1
330280,2024,2,18,18,17,17,3
330285,2024,7,8,12,2,6,160
330290,2024,6,15,23,10,18,26
330310,2023,10,20,21,11,12,18
330310,2024,8,12,16,5,9,10
330330,2024,6,9,12,4,7,151
330340,2024,4,16,18,13,15,22
330340,2024,20,21,27,2,8,10
330360,2024,4,16,21,13,18,3
330370,2024,3,9,17,7,15,39
330380,2023,4,4,4,1,1,1
330380,2023,6,15,20,10,15,13
330380,2024,4,11,22,8,19,22
330385,2024,2,9,18,8,17,93
330390,2024,3,11,19,9,17,64
330395,2024,3,13,20,11,18,83
330400,2023,15,20,20,6,6,17
330400,2023,51,52,52,2,2,18
330400,2024,1,15,20,15,20,394
330410,2023,3,10,16,8,14,60
330410,2024,3,8,10,6,8,54
330411,2023,45,45,45,1,1,0
330411,2023,48,51,52,4,5,19
330411,2024,1,16,21,16,21,27
330412,2023,15,15,21,1,7,0
330412,2024,1,16,22,16,22,10
330414,2024,2,10,13,9,12,13
330415,2024,9,19,27,11,19,6
330420,2023,13,13,13,1,1,0
330420,2023,15,22,26,8,12,7
330420,2023,45,51,52,7,8,7
330420,2024,1,9,17,9,17,145
330430,2024,6,13,15,8,10,9
330440,2024,7,9,20,3,14,12
330450,2024,7,8,12,2,6,1
330452,2023,14,18,22,5,9,13
330452,2023,48,51,52,4,5,3
330452,2024,1,14,16,14,16,113
330455,2024,2,11,15,10,14,21327
330470,2024,2,6,17,5,16,19
330475,2024,4,11,15,8,12,15
330480,2024,2,9,11,8,10,19
330490,2024,6,12,12,7,7,17
330500,2024,9,12,16,4,8,2
330510,2024,4,9,12,6,9,34
330513,2024,8,15,17,8,10,12
330515,2024,2,9,21,8,20,4
330520,2023,24,24,34,1,11,1
330520,2024,4,10,12,7,9,11
330530,2023,48,48,52,1,5,0
330530,2024,1,9,10,9,10,21
330540,2023,49,51,52,3,4,8
330540,2024,2,16,17,15,16,118
330550,2024,3,10,15,8,13,9
330560,2024,3,15,18,13,16,5
330570,2023,11,11,19,1,9,0
330570,2023,51,51,52,1,2,0
330570,2024,1,1,18,1,18,0
330575,2024,7,8,14,2,8,2
330580,2024,4,15,22,12,19,24
330590,2024,8,8,18,1,11,0
330600,2023,47,51,52,5,6,21
330600,2024,1,8,12,8,12,58
330610,2024,4,15,23,12,20,150
330615,2023,6,9,17,4,12,26
330620,2024,2,6,17,5,16,163
330630,2023,52,52,52,1,1,7
330630,2024,1,11,20,11,20,10796
350010,2023,2,14,17,13,16,352
350030,2024,12,21,22,10,11,112
350040,2024,8,20,23,13,16,4
350050,2024,5,20,23,16,19,288
350055,2024,10,18,26,9,17,136
350060,2024,6,21,23,16,18,2
350070,2023,7,15,21,9,15,116
350075,2024,10,21,23,12,14,5
350080,2023,1,2,13,2,13,162
350090,2024,15,20,22,6,8,68
350100,2023,13,13,18,1,6,10
350100,2024,7,16,24,10,18,104
350115,2024,7,21,23,15,17,1
350130,2023,1,11,15,11,15,788
350150,2023,9,14,17,6,9,7
350150,2024,12,20,22,9,11,80
350160,2024,15,20,23,6,9,91
350190,2023,10,13,22,4,13,94
350190,2024,11,23,25,13,15,636
350200,2024,4,13,19,10,16,164
350210,2023,10,15,19,6,10,676
350220,2024,8,20,23,13,16,192
350230,2023,12,16,20,5,9,9
350230,2024,18,19,24,2,7,1
350240,2023,9,15,15,7,7,156
350250,2023,6,12,20,7,15,36
350250,2024,5,10,23,6,19,70
350270,2024,10,20,22,11,13,69
350275,2023,9,9,21,1,13,1
350275,2024,3,18,22,16,20,4
350290,2024,7,19,23,13,17,44
350310,2023,14,14,15,1,2,0
350310,2023,17,17,23,1,7,0
350310,2024,11,17,24,7,14,169
350315,2024,6,11,17,6,12,4
350330,2024,16,21,23,6,8,55
350335,2023,1,13,15,13,15,31
350340,2023,11,17,23,7,13,42
350340,2024,8,16,17,9,10,82
350350,2024,8,15,21,8,14,63
350360,2023,13,16,16,4,4,1
350360,2023,18,18,18,1,1,0
350360,2024,8,16,22,9,15,28
350370,2024,2,10,21,9,20,255
350380,2024,4,12,23,9,20,238
350390,2024,6,15,24,10,19,656
350400,2023,12,19,21,8,10,258
350400,2024,13,17,25,5,13,859
350410,2024,5,19,22,15,18,409
350450,2023,15,20,21,6,7,38
350450,2024,7,19,24,13,18,450
350470,2023,11,15,16,5,6,71
350490,2024,3,16,19,14,17,5
350500,2023,11,17,20,7,10,160
350520,2023,16,17,17,2,2,3
350520,2023,19,19,21,1,3,7
350520,2023,24,24,24,1,1,4
350520,2023,45,45,45,1,1,12
350520,2023,47,47,52,1,6,26
350520,2024,1,5,12,5,12,339
350530,2024,8,20,24,13,17,146
350535,2024,11,19,20,9,10,73
350540,2024,6,10,13,5,8,24
350550,2024,12,17,22,6,11,340
350560,2024,8,11,17,4,10,35
350570,2024,9,21,23,13,15,696
350580,2023,5,15,18,11,14,735
350590,2024,5,16,22,12,18,29
350600,2023,8,15,20,8,13,1115
350610,2024,2,12,20,11,19,669
350620,2024,22,26,27,5,6,48
350630,2024,5,13,21,9,17,205
350635,2023,9,10,24,2,16,1
350635,2023,48,48,52,1,5,0
350635,2024,1,17,18,17,18,11
350660,2024,6,18,22,13,17,4
350670,2023,4,4,17,1,14,8
350690,2024,10,16,24,7,15,1
350700,2024,3,17,24,15,22,1931
350710,2024,3,5,22,3,20,2
350730,2023,47,51,52,5,6,43
350730,2024,1,8,14,8,14,117
350750,2023,51,51,52,1,2,55
350750,2024,1,13,22,13,22,2333
350760,2024,2,14,22,13,21,94
350770,2023,12,17,17,6,6,85
350780,2023,47,49,52,3,6,66
350780,2024,1,5,10,5,10,53
350790,2024,4,20,22,17,19,6
350800,2024,13,21,21,9,9,120
350820,2023,11,13,16,3,6,50
350830,2024,16,20,24,5,9,14
350840,2024,5,20,24,16,20,408
350850,2024,6,19,23,14,18,754
350860,2024,4,21,23,18,20,13
350870,2024,8,15,25,8,18,71
350890,2023,4,10,11,7,8,67
350900,2024,3,21,21,19,19,124
350910,2023,12,13,21,2,10,75
350920,2024,5,16,20,12,16,42
350925,2024,7,20,22,14,16,66
350930,2023,3,7,14,5,12,17
350940,2024,14,19,19,6,6,10
350945,2024,7,21,22,15,16,149
350950,2024,3,15,24,13,22,11519
350960,2024,6,21,22,16,17,22
350970,2024,11,15,16,5,6,17
350980,2023,12,15,20,4,9,136
350990,2024,9,17,23,9,15,29
350995,2024,7,16,22,10,16,13
351000,2023,10,21,22,12,13,63
351000,2024,8,12,23,5,16,87
351010,2023,9,15,17,7,9,120
351015,2023,8,13,20,6,13,163
351020,2023,11,17,22,7,12,172
351020,2024,15,25,25,11,11,136
351030,2024,9,20,25,12,17,52
351040,2024,2,16,21,15,20,246
351050,2024,8,15,27,8,20,352
351060,2024,10,10,22,1,13,45
351070,2024,16,21,27,6,12,77
351080,2024,3,20,23,18,21,61
351090,2024,10,17,22,8,13,122
351110,2024,4,20,26,17,23,1111
351120,2024,7,11,21,5,15,211
351140,2023,11,17,22,7,12,90
351150,2024,10,23,25,14,16,586
351160,2024,14,21,24,8,11,192
351170,2024,11,20,24,10,14,372
351200,2023,52,52,52,1,1,2
351200,2024,1,15,23,15,23,60
351210,2023,16,19,21,4,6,5
351230,2023,8,15,20,8,13,9
351240,2024,15,21,27,7,13,54
351260,2023,13,19,21,7,9,17
351260,2024,4,8,22,5,19,10
351270,2023,9,9,18,1,10,0
351270,2024,11,11,23,1,13,0
351280,2023,13,15,20,3,8,23
351280,2024,6,21,26,16,21,255
351300,2024,4,12,25,9,22,139
351310,2024,2,9,20,8,19,5
351320,2024,3,11,16,9,14,228
351330,2023,8,12,15,5,8,251
351330,2024,18,19,23,2,6,81
351340,2024,6,11,22,6,17,80
351360,2023,13,13,17,1,5,0
351360,2024,6,8,23,3,18,3
351370,2024,9,21,27,13,19,223
351380,2024,6,20,25,15,20,412
351390,2024,10,15,22,6,13,19
351400,2023,14,17,20,4,7,109
351410,2023,17,17,17,1,1,3
351410,2023,19,19,20,1,2,14
351410,2023,50,50,52,1,3,0
351410,2024,1,4,20,4,20,84
351430,2023,10,17,20,8,11,18
351440,2023,4,12,17,9,14,3840
351460,2023,9,11,17,3,9,66
351460,2024,3,11,19,9,17,344
351470,2023,1,12,13,12,13,108
351480,2024,6,19,19,14,14,30
351490,2024,6,20,27,15,22,39
351492,2024,7,16,16,10,10,157
351500,2024,6,15,25,10,20,356
351510,2024,6,12,22,7,17,23
351512,2023,4,15,19,12,16,197
351515,2024,9,21,24,13,16,46
351518,2024,6,18,22,13,17,241
351519,2024,16,19,21,4,6,54
351520,2024,23,25,27,3,5,43
351530,2023,6,13,17,8,12,120
351540,2024,9,17,22,9,14,790
351560,2023,2,13,19,12,18,220
351570,2024,4,15,23,12,20,1456
351580,2023,4,15,16,12,13,65
351600,2023,9,16,19,8,11,199
351610,2024,11,20,20,10,10,217
351620,2024,4,12,14,9,11,272
351630,2024,4,20,21,17,18,150
351640,2023,13,14,21,2,9,10
351640,2023,52,52,52,1,1,0
351640,2024,1,15,21,15,21,1977
351685,2024,14,20,21,7,8,111
351730,2023,9,13,15,5,7,125
351740,2023,12,17,18,6,7,162
351760,2023,14,19,19,6,6,8
351760,2024,12,17,23,6,12,24
351790,2024,15,21,22,7,8,24
351810,2024,17,20,25,4,9,45
351820,2023,14,16,21,3,8,424
351820,2024,7,20,22,14,16,322
351830,2024,3,15,17,13,15,4
351840,2023,52,52,52,1,1,1
351840,2024,2,9,21,8,20,128
351850,2024,6,17,23,12,18,206
351870,2023,13,19,20,7,8,6
351870,2024,4,13,22,10,19,47
351880,2024,3,20,23,18,21,13907
351885,2023,3,5,12,3,10,21
351900,2023,8,15,18,8,11,215
351905,2024,4,15,23,12,20,181
351907,2024,6,17,26,12,21,72
351910,2023,2,10,15,9,14,66
351910,2024,8,20,25,13,18,71
351920,2023,9,15,22,7,14,3
351930,2024,15,18,23,4,9,76
351950,2023,9,15,23,7,15,279
351950,2024,11,21,25,11,15,375
351960,2023,9,19,21,11,13,176
351960,2024,14,20,27,7,14,161
351970,2024,9,21,26,13,18,126
351990,2023,2,7,17,6,16,333
352000,2023,12,16,20,5,9,12
352000,2024,8,20,25,13,18,50
352020,2024,6,19,23,14,18,4
352030,2024,2,6,18,5,17,41
352040,2024,5,17,23,13,19,630
352042,2023,10,17,17,8,8,10
352042,2023,19,21,29,3,11,16
352042,2024,3,15,22,13,20,61
352050,2023,14,19,20,6,7,219
352050,2024,5,16,23,12,19,715
352060,2023,2,11,13,10,12,253
352080,2023,1,7,10,7,10,44
352090,2023,11,20,21,10,11,54
352090,2024,16,18,26,3,11,8
352100,2024,12,21,25,10,14,25
352110,2024,7,19,24,13,18,240
352120,2024,10,16,21,7,12,7
352140,2024,6,19,24,14,19,91
352150,2023,10,17,19,8,10,51
352150,2024,18,19,25,2,8,207
352160,2023,2,10,15,9,14,195
352170,2024,10,21,26,12,17,196
352180,2024,10,14,26,5,17,54
352200,2023,15,15,15,1,1,4
352200,2023,17,20,24,4,8,67
352200,2024,3,12,21,10,19,76
352210,2024,7,15,22,9,16,274
352220,2024,8,15,22,8,15,731
352230,2023,14,19,20,6,7,132
352230,2024,3,21,21,19,19,765
352240,2024,9,21,25,13,17,1000
352250,2024,10,15,23,6,14,263
352260,2024,6,15,22,10,17,940
352265,2024,17,19,22,3,6,9
352270,2023,3,13,17,11,15,30
352280,2024,15,21,23,7,9,176
352290,2024,14,20,23,7,10,44
352310,2024,5,15,24,11,20,173
352320,2023,12,20,21,9,10,135
352320,2024,10,17,24,8,15,307
352340,2024,2,19,22,18,21,611
352350,2024,9,21,22,13,14,41
352360,2024,8,19,25,12,18,14
352380,2024,7,20,22,14,16,107
352390,2023,13,20,22,8,10,159
352390,2023,51,52,52,2,2,16
352390,2024,1,9,22,9,22,487
352400,2024,12,18,23,7,12,33
352430,2023,6,13,21,8,16,50
352440,2023,18,18,19,1,2,3
352440,2023,51,51,52,1,2,1
352440,2024,1,16,20,16,20,2073
352460,2024,7,12,17,6,11,3
352470,2024,4,16,25,13,22,1230
352490,2024,7,15,23,9,17,20
352500,2024,11,17,26,7,16,27
352510,2023,15,16,22,2,8,2
352510,2024,3,21,23,19,21,16
352520,2023,18,18,23,1,6,0
352520,2024,7,15,23,9,17,6
352530,2023,10,13,15,4,6,39
352530,2024,4,12,22,9,19,1038
352540,2024,6,16,19,11,14,107
352550,2024,8,14,24,7,17,62
352560,2023,11,20,22,10,12,94
352580,2023,1,10,17,10,17,129
352585,2024,16,22,23,7,8,16
352590,2024,4,17,23,14,20,5713
352600,2023,9,15,16,7,8,275
352610,2024,9,14,19,6,11,5
352620,2024,10,19,22,10,13,4
352630,2024,6,7,22,2,17,2
352640,2023,2,15,20,14,19,384
352650,2023,7,13,19,7,13,44
352650,2024,22,27,27,6,6,67
352660,2024,7,20,21,14,15,12
352670,2024,9,12,23,4,15,658
352680,2023,10,19,22,10,13,201
352680,2024,8,21,26,14,19,407
352690,2024,4,16,25,13,22,79
352700,2024,12,19,19,8,8,36
352710,2023,9,15,20,7,12,979
352720,2024,4,14,21,11,18,145
352725,2024,26,26,27,1,2,36
352730,2023,11,17,19,7,9,10
352730,2024,6,20,24,15,19,92
352740,2023,5,15,20,11,16,359
352750,2024,16,21,22,6,7,109
352780,2023,2,7,8,6,7,83
352800,2023,15,20,21,6,7,8
352800,2024,5,20,25,16,21,147
352840,2024,8,19,23,12,16,52
352850,2024,4,10,25,7,22,281
352860,2024,3,16,23,14,21,16
352880,2023,8,20,22,13,15,90
352880,2024,7,19,25,13,19,11
352885,2023,7,16,21,10,15,267
352890,2023,5,15,18,11,14,276
352900,2023,11,19,23,9,13,1040
352900,2024,2,9,22,8,21,2035
352930,2024,15,20,22,6,8,295
352940,2024,6,14,24,9,19,256
352950,2024,16,21,24,6,9,181
352960,2024,24,27,27,4,4,74
352965,2024,11,20,24,10,14,47
352970,2023,5,10,12,6,8,25
352980,2023,14,18,20,5,7,21
352980,2024,3,12,19,10,17,210
352990,2024,12,12,17,1,6,5
353010,2023,9,13,20,5,12,266
353020,2023,4,13,19,10,16,288
353050,2024,4,16,21,13,18,344
353060,2024,4,19,22,16,19,1885
353070,2024,13,21,25,9,13,206
353080,2024,7,20,27,14,21,83
353090,2024,15,19,23,5,9,15
353110,2024,10,12,21,3,12,5
353120,2024,12,15,23,4,12,16
353130,2024,11,15,25,5,15,28
353150,2023,47,51,52,5,6,11
353150,2024,1,4,6,4,6,18
353170,2024,7,20,24,14,18,1
353180,2024,7,10,24,4,18,41
353190,2024,15,21,24,7,10,171
353200,2023,15,20,21,6,7,1
353200,2024,4,21,23,18,20,10
353215,2023,9,16,21,8,13,102
353220,2023,5,15,18,11,14,412
353230,2024,6,19,22,14,17,48
353240,2024,7,14,24,8,18,1
353282,2024,10,22,25,13,16,97
353290,2023,9,12,19,4,11,222
353325,2024,9,19,21,11,13,21
353340,2024,7,12,21,6,15,41
353350,2024,14,20,25,7,12,2589
353360,2023,11,15,22,5,12,22
353370,2023,6,13,20,8,15,150
353380,2024,8,18,21,11,14,95
353390,2024,7,7,20,1,14,340
353430,2023,2,9,16,8,15,132
353440,2024,5,17,23,13,19,3428
353450,2023,8,15,17,8,10,152
353460,2023,2,10,17,9,16,413
353470,2023,11,21,22,11,12,271
353470,2024,9,21,26,13,18,499
353480,2023,3,11,15,9,13,828
353490,2023,2,6,13,5,12,125
353510,2023,15,15,20,1,6,39
353510,2023,45,52,52,8,8,147
353510,2024,1,2,15,2,15,205
353530,2023,5,5,6,1,2,164
353530,2023,8,9,9,2,2,238
353530,2023,11,17,21,7,11,1214
353530,2024,18,20,27,3,10,688
353540,2023,2,7,20,6,19,138
353550,2024,8,20,25,13,18,466
353560,2024,4,15,24,12,21,4
353570,2023,8,19,23,12,16,162
353570,2024,1,18,24,18,24,266
353580,2024,11,17,25,7,15,9
353600,2023,3,13,19,11,17,126
353610,2024,11,16,22,6,12,5
353620,2024,9,16,25,8,17,294
353625,2024,9,17,21,9,13,99
353640,2023,1,6,16,6,16,338
353650,2024,4,20,22,17,19,214
353660,2024,7,11,12,5,6,67
353670,2024,2,5,16,4,15,95
353680,2024,8,8,22,1,15,0
353690,2024,16,27,27,12,12,60
353700,2023,10,15,21,6,12,24
